source_csv,stage,case_id,vehicle_id,delta_h0_m,delta_v0_mps,inside_u3,combined_source,source_n_rows_total,schema_ok,replayed_dwell,terminal_reason_ok,terminal_reason_available,success_flag_any,success_flag_available,close_pass_any,strict_success,n_rows,first_confirm_index,min_abs_h_error,min_abs_v_error,min_abs_s_error,notes
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c015_hp468p756_vp8p881\phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined.csv,B5D,phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined,2,468.756,8.881,True,True,17517,True,True,True,True,True,True,False,True,5820,5812.0,2.098270029597188,1.1915718365239627,0.18665617480291985,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c015_hp468p756_vp8p881_combined.csv,B5D,b5c015_hp468p756_vp8p881_combined,0,468.756,8.881,True,True,17517,True,True,True,True,True,True,False,True,5858,5851.0,0.569194532235997,0.6203601666600207,0.04568147741520079,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c015_hp468p756_vp8p881_combined.csv,B5D,b5c015_hp468p756_vp8p881_combined,1,468.756,8.881,True,True,17517,True,True,True,True,True,True,False,True,5839,5832.0,11.44900558210793,1.867695447538381,0.6978022492767195,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c015_hp468p756_vp8p881_combined.csv,B5D,b5c015_hp468p756_vp8p881_combined,2,468.756,8.881,True,True,17517,True,True,True,True,True,True,False,True,5820,5812.0,2.098270029597188,1.1915718365239627,0.18665617480291985,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c015_hp468p756_vp8p881\phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined.csv,B5D,phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined,1,468.756,8.881,True,True,17517,True,True,True,True,True,True,False,True,5839,5832.0,11.44900558210793,1.867695447538381,0.6978022492767195,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c015_hp468p756_vp8p881\phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined.csv,B5D,phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined,0,468.756,8.881,True,True,17517,True,True,True,True,True,True,False,True,5858,5851.0,0.569194532235997,0.6203601666600207,0.04568147741520079,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c037_hp344p441_vp2p572_combined.csv,B5D,b5c037_hp344p441_vp2p572_combined,0,344.441,2.572,True,True,17517,True,True,True,True,True,True,False,True,5859,5853.0,11.14076937984646,0.40189396146001855,0.13168803072767332,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c037_hp344p441_vp2p572_combined.csv,B5D,b5c037_hp344p441_vp2p572_combined,1,344.441,2.572,True,True,17517,True,True,True,True,True,True,False,True,5844,5838.0,3.8796508070881828,6.6624724012631305,0.24314726357988548,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c037_hp344p441_vp2p572_combined.csv,B5D,b5c037_hp344p441_vp2p572_combined,2,344.441,2.572,True,True,17517,True,True,True,True,True,True,False,True,5814,5807.0,11.36964358793557,0.36503748421205273,0.5813236810354283,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c037_hp344p441_vp2p572\phase2_B5A_hp344p441m_vp2p57177mps_sp2deg_combined.csv,B5D,phase2_B5A_hp344p441m_vp2p57177mps_sp2deg_combined,0,344.441,2.572,True,True,17517,True,True,True,True,True,True,False,True,5859,5853.0,11.14076937984646,0.40189396146001855,0.13168803072767332,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c025_hp457p541_vm6p362_combined.csv,B5D,b5c025_hp457p541_vm6p362_combined,0,457.541,-6.362,True,True,17518,True,True,True,True,True,True,False,True,5856,5850.0,4.9524284509025165,0.8154788580668537,0.5968667138731689,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c025_hp457p541_vm6p362_combined.csv,B5D,b5c025_hp457p541_vm6p362_combined,1,457.541,-6.362,True,True,17518,True,True,True,True,True,True,False,True,5840,5834.0,4.8861525103639,0.8387769565656527,0.06607793742296053,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c025_hp457p541_vm6p362\phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined.csv,B5D,phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined,1,457.541,-6.362,True,True,17518,True,True,True,True,True,True,False,True,5840,5834.0,4.8861525103639,0.8387769565656527,0.06607793742296053,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c025_hp457p541_vm6p362_combined.csv,B5D,b5c025_hp457p541_vm6p362_combined,2,457.541,-6.362,True,True,17518,True,True,True,True,True,True,False,True,5822,5816.0,4.747452091829473,2.518458249020796,1.0128160575623042,
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_hp500m_vp10mps_sp2deg_combined.csv,B5A,phase2_B5A_hp500m_vp10mps_sp2deg_combined,1,500.0,10.0,True,True,17518,True,True,True,True,True,True,False,True,5845,5838.0,14.511116117719212,4.032935698149686,0.2622358522567083,
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_hp500m_vp10mps_sp2deg_combined.csv,B5A,phase2_B5A_hp500m_vp10mps_sp2deg_combined,0,500.0,10.0,True,True,17518,True,True,True,True,True,True,False,True,5850,5843.0,32.731611401151895,0.46338394279632666,0.20709415801684372,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c025_hp457p541_vm6p362\phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined.csv,B5D,phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined,0,457.541,-6.362,True,True,17518,True,True,True,True,True,True,False,True,5856,5850.0,4.9524284509025165,0.8154788580668537,0.5968667138731689,
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_hp500m_vp10mps_sp2deg_combined.csv,B5A,phase2_B5A_hp500m_vp10mps_sp2deg_combined,2,500.0,10.0,True,True,17518,True,True,True,True,True,True,False,True,5823,5815.0,24.487554927436577,1.3427675327520774,0.9982984200323699,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c025_hp457p541_vm6p362\phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined.csv,B5D,phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined,2,457.541,-6.362,True,True,17518,True,True,True,True,True,True,False,True,5822,5816.0,4.747452091829473,2.518458249020796,1.0128160575623042,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c014_hp484p922_vp5p208\phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined.csv,B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined,2,484.922,5.208,True,True,17519,True,True,True,True,True,True,False,True,5824,5818.0,2.2890006765010185,0.2850990236763664,0.1145717206018162,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c014_hp484p922_vp5p208\phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined.csv,B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined,1,484.922,5.208,True,True,17519,True,True,True,True,True,True,False,True,5837,5830.0,22.565931349639868,0.3158084091987803,0.14777484808291774,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c014_hp484p922_vp5p208\phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined.csv,B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined,0,484.922,5.208,True,True,17519,True,True,True,True,True,True,False,True,5858,5851.0,1.814661062475352,6.698760408837643,0.9854229244374437,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c014_hp484p922_vp5p208_combined.csv,B5C,b5c014_hp484p922_vp5p208_combined,0,484.922,5.208,True,True,17519,True,True,True,True,True,True,False,True,5858,5851.0,1.814661062475352,6.698760408837643,0.9854229244374437,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c014_hp484p922_vp5p208_combined.csv,B5C,b5c014_hp484p922_vp5p208_combined,1,484.922,5.208,True,True,17519,True,True,True,True,True,True,False,True,5837,5830.0,22.565931349639868,0.3158084091987803,0.14777484808291774,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c014_hp484p922_vp5p208_combined.csv,B5C,b5c014_hp484p922_vp5p208_combined,2,484.922,5.208,True,True,17519,True,True,True,True,True,True,False,True,5824,5818.0,2.2890006765010185,0.2850990236763664,0.1145717206018162,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c009_hp463p922_vp3p164\phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined.csv,B5D,phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined,1,463.922,3.164,True,True,17520,True,True,True,True,True,True,False,True,5832,5825.0,9.23790716032454,1.2476235240424103,0.9506298369087745,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c009_hp463p922_vp3p164_combined.csv,B5D,b5c009_hp463p922_vp3p164_combined,2,463.922,3.164,True,True,17520,True,True,True,True,True,True,False,True,5819,5812.0,23.416937816673453,0.35999571442312117,0.5208261158550158,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c009_hp463p922_vp3p164\phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined.csv,B5D,phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined,2,463.922,3.164,True,True,17520,True,True,True,True,True,True,False,True,5819,5812.0,23.416937816673453,0.35999571442312117,0.5208261158550158,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c009_hp463p922_vp3p164\phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined.csv,B5D,phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined,0,463.922,3.164,True,True,17520,True,True,True,True,True,True,False,True,5869,5863.0,0.7487145131999569,0.12179010838804061,0.6439994832908269,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c009_hp463p922_vp3p164_combined.csv,B5D,b5c009_hp463p922_vp3p164_combined,0,463.922,3.164,True,True,17520,True,True,True,True,True,True,False,True,5869,5863.0,0.7487145131999569,0.12179010838804061,0.6439994832908269,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c009_hp463p922_vp3p164_combined.csv,B5D,b5c009_hp463p922_vp3p164_combined,1,463.922,3.164,True,True,17520,True,True,True,True,True,True,False,True,5832,5825.0,9.23790716032454,1.2476235240424103,0.9506298369087745,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c049_hp64p217_vp6p242_combined.csv,B5D,b5c049_hp64p217_vp6p242_combined,0,64.217,6.242,True,True,17521,True,True,True,True,True,True,False,True,5865,5858.0,2.8662157234975894,0.3902723721628263,0.6752466667458066,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c049_hp64p217_vp6p242_combined.csv,B5D,b5c049_hp64p217_vp6p242_combined,1,64.217,6.242,True,True,17521,True,True,True,True,True,True,False,True,5829,5822.0,27.854147635323898,0.4119465886412854,0.08427587338519515,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c049_hp64p217_vp6p242_combined.csv,B5D,b5c049_hp64p217_vp6p242_combined,2,64.217,6.242,True,True,17521,True,True,True,True,True,True,False,True,5827,5820.0,10.810235196488065,2.2888389589124927,1.0186540724535007,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c049_hp64p217_vp6p242\phase2_B5A_hp64p2172m_vp6p24229mps_sp2deg_combined.csv,B5D,phase2_B5A_hp64p2172m_vp6p24229mps_sp2deg_combined,0,64.217,6.242,True,True,17521,True,True,True,True,True,True,False,True,5865,5858.0,2.8662157234975894,0.3902723721628263,0.6752466667458066,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c049_hp64p217_vp6p242\phase2_B5A_hp64p2172m_vp6p24229mps_sp2deg_combined.csv,B5D,phase2_B5A_hp64p2172m_vp6p24229mps_sp2deg_combined,1,64.217,6.242,True,True,17521,True,True,True,True,True,True,False,True,5829,5822.0,27.854147635323898,0.4119465886412854,0.08427587338519515,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c009_hp325p987_vm9p589_combined.csv,B5C,b5c009_hp325p987_vm9p589_combined,2,325.987,-9.589,True,True,17521,True,True,True,True,True,True,False,True,5850,4715.0,5.664695827861578,2.820882272400695,0.5296489267275319,
